brand,website,instagram,niche,active_ads,ad_library_link,destination,score,spend,leak,contact,day_found,found_at
Brand_2226,brand2226.com,@brand2226,D2C Bags,78,https://www.facebook.com/ads/library/?q=Brand_2226,Lead Form,5,4L,Slow site,contact@brand2226.com,3,2026-09-10T06:34:11.764198
Brand_0498,brand0498.com,@brand0498,D2C Bags,44,https://www.facebook.com/ads/library/?q=Brand_0498,Website,3,3L,No highlights,contact@brand0498.com,3,2026-09-10T06:34:11.764202
Brand_1788,brand1788.com,@brand1788,D2C Skincare,8,https://www.facebook.com/ads/library/?q=Brand_1788,WhatsApp,6,6L,Static only,contact@brand1788.com,3,2026-09-10T06:34:11.764206
Brand_2163,brand2163.com,@brand2163,Real Estate,65,https://www.facebook.com/ads/library/?q=Brand_2163,WhatsApp,5,10L,Slow site,contact@brand2163.com,3,2026-09-10T06:34:11.764211
Brand_0789,brand0789.com,@brand0789,D2C Skincare,65,https://www.facebook.com/ads/library/?q=Brand_0789,Lead Form,5,3L,No catalog,contact@brand0789.com,3,2026-09-10T06:34:11.764214
Brand_1807,brand1807.com,@brand1807,Clinic,17,https://www.facebook.com/ads/library/?q=Brand_1807,Website,3,8L,No UGC,contact@brand1807.com,3,2026-09-10T06:34:11.764218
Brand_0680,brand0680.com,@brand0680,D2C Skincare,68,https://www.facebook.com/ads/library/?q=Brand_0680,Website,3,5L,No UGC,contact@brand0680.com,3,2026-09-10T06:34:11.764221
Brand_0634,brand0634.com,@brand0634,Clinic,59,https://www.facebook.com/ads/library/?q=Brand_0634,WhatsApp,5,4L,No highlights,contact@brand0634.com,3,2026-09-10T06:34:11.764225
Brand_0563,brand0563.com,@brand0563,Clinic,55,https://www.facebook.com/ads/library/?q=Brand_0563,WhatsApp,5,4L,Slow site,contact@brand0563.com,3,2026-09-10T06:34:11.764228
Brand_2438,brand2438.com,@brand2438,Clinic,11,https://www.facebook.com/ads/library/?q=Brand_2438,Website,3,7L,No UGC,contact@brand2438.com,3,2026-09-10T06:34:11.764231
Brand_0240,brand0240.com,@brand0240,D2C Skincare,28,https://www.facebook.com/ads/library/?q=Brand_0240,WhatsApp,5,3L,No catalog,contact@brand0240.com,3,2026-09-10T06:34:11.764235
Brand_0260,brand0260.com,@brand0260,Clinic,24,https://www.facebook.com/ads/library/?q=Brand_0260,Website,5,9L,Static only,contact@brand0260.com,3,2026-09-10T06:34:11.764239
Brand_2410,brand2410.com,@brand2410,D2C Skincare,33,https://www.facebook.com/ads/library/?q=Brand_2410,Lead Form,5,4L,Slow site,contact@brand2410.com,3,2026-09-10T06:34:11.764242
Brand_0959,brand0959.com,@brand0959,Coach,59,https://www.facebook.com/ads/library/?q=Brand_0959,WhatsApp,5,3L,No highlights,contact@brand0959.com,3,2026-09-10T06:34:11.764245
Brand_1278,brand1278.com,@brand1278,D2C Bags,91,https://www.facebook.com/ads/library/?q=Brand_1278,Website,3,1L,No catalog,contact@brand1278.com,3,2026-09-10T06:34:11.764248
Brand_0379,brand0379.com,@brand0379,D2C Bags,48,https://www.facebook.com/ads/library/?q=Brand_0379,Lead Form,5,3L,No highlights,contact@brand0379.com,3,2026-09-10T06:34:11.764251
Brand_1906,brand1906.com,@brand1906,Clinic,24,https://www.facebook.com/ads/library/?q=Brand_1906,WhatsApp,5,3L,Slow site,contact@brand1906.com,3,2026-09-10T06:34:11.764254
Brand_2674,brand2674.com,@brand2674,D2C Skincare,21,https://www.facebook.com/ads/library/?q=Brand_2674,Lead Form,7,3L,Static only,contact@brand2674.com,3,2026-09-10T06:34:11.764258
Brand_1795,brand1795.com,@brand1795,Coach,60,https://www.facebook.com/ads/library/?q=Brand_1795,Website,3,1L,Slow site,contact@brand1795.com,3,2026-09-10T06:34:11.764263
Brand_0809,brand0809.com,@brand0809,Coach,62,https://www.facebook.com/ads/library/?q=Brand_0809,Website,5,8L,Static only,contact@brand0809.com,3,2026-09-10T06:34:11.764266
Brand_0152,brand0152.com,@brand0152,Clinic,75,https://www.facebook.com/ads/library/?q=Brand_0152,WhatsApp,5,1L,No UGC,contact@brand0152.com,3,2026-09-10T06:34:11.764270
Brand_1394,brand1394.com,@brand1394,D2C Bags,27,https://www.facebook.com/ads/library/?q=Brand_1394,Website,5,5L,Static only,contact@brand1394.com,3,2026-09-10T06:34:11.764275
Brand_1745,brand1745.com,@brand1745,Real Estate,31,https://www.facebook.com/ads/library/?q=Brand_1745,WhatsApp,5,6L,Slow site,contact@brand1745.com,3,2026-09-10T06:34:11.764278
Brand_0469,brand0469.com,@brand0469,D2C Skincare,4,https://www.facebook.com/ads/library/?q=Brand_0469,WhatsApp,4,7L,Static only,contact@brand0469.com,3,2026-09-10T06:34:11.764281
Brand_1363,brand1363.com,@brand1363,D2C Bags,77,https://www.facebook.com/ads/library/?q=Brand_1363,Website,3,5L,Slow site,contact@brand1363.com,3,2026-09-10T06:34:11.764284
Brand_0378,brand0378.com,@brand0378,D2C Skincare,50,https://www.facebook.com/ads/library/?q=Brand_0378,Website,3,10L,No UGC,contact@brand0378.com,3,2026-09-10T06:34:11.764287
Brand_0458,brand0458.com,@brand0458,Clinic,88,https://www.facebook.com/ads/library/?q=Brand_0458,WhatsApp,7,9L,Static only,contact@brand0458.com,3,2026-09-10T06:34:11.764290
Brand_0239,brand0239.com,@brand0239,Clinic,39,https://www.facebook.com/ads/library/?q=Brand_0239,Website,3,5L,No UGC,contact@brand0239.com,3,2026-09-10T06:34:11.764293
Brand_2618,brand2618.com,@brand2618,Coach,32,https://www.facebook.com/ads/library/?q=Brand_2618,Lead Form,7,7L,Static only,contact@brand2618.com,3,2026-09-10T06:34:11.764296
Brand_2021,brand2021.com,@brand2021,Coach,82,https://www.facebook.com/ads/library/?q=Brand_2021,Lead Form,5,10L,No catalog,contact@brand2021.com,3,2026-09-10T06:34:11.764299
Brand_1918,brand1918.com,@brand1918,D2C Bags,41,https://www.facebook.com/ads/library/?q=Brand_1918,Lead Form,5,1L,No highlights,contact@brand1918.com,3,2026-09-10T06:34:11.764302
Brand_1024,brand1024.com,@brand1024,Coach,85,https://www.facebook.com/ads/library/?q=Brand_1024,Website,5,6L,Static only,contact@brand1024.com,3,2026-09-10T06:34:11.764307
Brand_0503,brand0503.com,@brand0503,D2C Skincare,14,https://www.facebook.com/ads/library/?q=Brand_0503,WhatsApp,7,3L,Static only,contact@brand0503.com,3,2026-09-10T06:34:11.764310
Brand_0989,brand0989.com,@brand0989,Clinic,54,https://www.facebook.com/ads/library/?q=Brand_0989,Website,3,1L,No UGC,contact@brand0989.com,3,2026-09-10T06:34:11.764313
Brand_1229,brand1229.com,@brand1229,Real Estate,77,https://www.facebook.com/ads/library/?q=Brand_1229,WhatsApp,5,4L,No UGC,contact@brand1229.com,3,2026-09-10T06:34:11.764316
Brand_1475,brand1475.com,@brand1475,Clinic,21,https://www.facebook.com/ads/library/?q=Brand_1475,WhatsApp,5,8L,No UGC,contact@brand1475.com,3,2026-09-10T06:34:11.764320
Brand_0224,brand0224.com,@brand0224,D2C Skincare,69,https://www.facebook.com/ads/library/?q=Brand_0224,Website,5,10L,Static only,contact@brand0224.com,3,2026-09-10T06:34:11.764323
Brand_1177,brand1177.com,@brand1177,D2C Skincare,65,https://www.facebook.com/ads/library/?q=Brand_1177,Lead Form,5,3L,No UGC,contact@brand1177.com,3,2026-09-10T06:34:11.764326
Brand_1101,brand1101.com,@brand1101,D2C Skincare,74,https://www.facebook.com/ads/library/?q=Brand_1101,Website,5,3L,Static only,contact@brand1101.com,3,2026-09-10T06:34:11.764329
