brand,website,instagram,niche,active_ads,ad_library_link,destination,score,spend,leak,contact,day_found,found_at
Brand_2417,brand2417.com,@brand2417,Real Estate,84,https://www.facebook.com/ads/library/?q=Brand_2417,Lead Form,5,3L,Slow site,contact@brand2417.com,2,2026-09-10T06:34:11.707559
Brand_0238,brand0238.com,@brand0238,D2C Skincare,81,https://www.facebook.com/ads/library/?q=Brand_0238,Website,3,6L,Slow site,contact@brand0238.com,2,2026-09-10T06:34:11.707563
Brand_1964,brand1964.com,@brand1964,D2C Bags,62,https://www.facebook.com/ads/library/?q=Brand_1964,Website,3,9L,No highlights,contact@brand1964.com,2,2026-09-10T06:34:11.707568
Brand_0248,brand0248.com,@brand0248,D2C Skincare,62,https://www.facebook.com/ads/library/?q=Brand_0248,Lead Form,7,2L,Static only,contact@brand0248.com,2,2026-09-10T06:34:11.707572
Brand_2247,brand2247.com,@brand2247,Real Estate,86,https://www.facebook.com/ads/library/?q=Brand_2247,Lead Form,5,4L,No catalog,contact@brand2247.com,2,2026-09-10T06:34:11.707575
Brand_0367,brand0367.com,@brand0367,Coach,6,https://www.facebook.com/ads/library/?q=Brand_0367,WhatsApp,4,4L,No catalog,contact@brand0367.com,2,2026-09-10T06:34:11.707578
Brand_2728,brand2728.com,@brand2728,D2C Bags,40,https://www.facebook.com/ads/library/?q=Brand_2728,Website,3,7L,No UGC,contact@brand2728.com,2,2026-09-10T06:34:11.707583
Brand_0718,brand0718.com,@brand0718,D2C Bags,62,https://www.facebook.com/ads/library/?q=Brand_0718,WhatsApp,5,9L,Slow site,contact@brand0718.com,2,2026-09-10T06:34:11.707586
Brand_2931,brand2931.com,@brand2931,Coach,62,https://www.facebook.com/ads/library/?q=Brand_2931,Website,3,9L,No catalog,contact@brand2931.com,2,2026-09-10T06:34:11.707591
Brand_2744,brand2744.com,@brand2744,Clinic,45,https://www.facebook.com/ads/library/?q=Brand_2744,WhatsApp,5,5L,No highlights,contact@brand2744.com,2,2026-09-10T06:34:11.707594
Brand_0673,brand0673.com,@brand0673,Clinic,11,https://www.facebook.com/ads/library/?q=Brand_0673,WhatsApp,5,7L,Slow site,contact@brand0673.com,2,2026-09-10T06:34:11.707597
Brand_2228,brand2228.com,@brand2228,Real Estate,41,https://www.facebook.com/ads/library/?q=Brand_2228,WhatsApp,5,8L,No highlights,contact@brand2228.com,2,2026-09-10T06:34:11.707601
Brand_0147,brand0147.com,@brand0147,D2C Skincare,26,https://www.facebook.com/ads/library/?q=Brand_0147,Website,3,7L,No catalog,contact@brand0147.com,2,2026-09-10T06:34:11.707605
Brand_1199,brand1199.com,@brand1199,Clinic,76,https://www.facebook.com/ads/library/?q=Brand_1199,Website,3,6L,No catalog,contact@brand1199.com,2,2026-09-10T06:34:11.707608
Brand_2277,brand2277.com,@brand2277,Real Estate,14,https://www.facebook.com/ads/library/?q=Brand_2277,Lead Form,5,3L,Slow site,contact@brand2277.com,2,2026-09-10T06:34:11.707611
Brand_1910,brand1910.com,@brand1910,D2C Bags,34,https://www.facebook.com/ads/library/?q=Brand_1910,Lead Form,5,1L,No catalog,contact@brand1910.com,2,2026-09-10T06:34:11.707615
Brand_2903,brand2903.com,@brand2903,Real Estate,36,https://www.facebook.com/ads/library/?q=Brand_2903,Website,3,10L,Slow site,contact@brand2903.com,2,2026-09-10T06:34:11.707618
Brand_2046,brand2046.com,@brand2046,D2C Bags,30,https://www.facebook.com/ads/library/?q=Brand_2046,Website,3,2L,No catalog,contact@brand2046.com,2,2026-09-10T06:34:11.707621
Brand_0133,brand0133.com,@brand0133,D2C Skincare,58,https://www.facebook.com/ads/library/?q=Brand_0133,Lead Form,5,10L,Slow site,contact@brand0133.com,2,2026-09-10T06:34:11.707624
Brand_1764,brand1764.com,@brand1764,Clinic,74,https://www.facebook.com/ads/library/?q=Brand_1764,Website,3,10L,No catalog,contact@brand1764.com,2,2026-09-10T06:34:11.707629
Brand_1346,brand1346.com,@brand1346,D2C Bags,24,https://www.facebook.com/ads/library/?q=Brand_1346,WhatsApp,7,3L,Static only,contact@brand1346.com,2,2026-09-10T06:34:11.707632
Brand_0980,brand0980.com,@brand0980,D2C Skincare,4,https://www.facebook.com/ads/library/?q=Brand_0980,Website,1,8L,No UGC,contact@brand0980.com,2,2026-09-10T06:34:11.707635
Brand_1786,brand1786.com,@brand1786,Real Estate,60,https://www.facebook.com/ads/library/?q=Brand_1786,Lead Form,5,9L,No UGC,contact@brand1786.com,2,2026-09-10T06:34:11.707640
Brand_1016,brand1016.com,@brand1016,Coach,92,https://www.facebook.com/ads/library/?q=Brand_1016,Lead Form,5,1L,No highlights,contact@brand1016.com,2,2026-09-10T06:34:11.707643
Brand_1471,brand1471.com,@brand1471,D2C Bags,27,https://www.facebook.com/ads/library/?q=Brand_1471,WhatsApp,5,1L,No catalog,contact@brand1471.com,2,2026-09-10T06:34:11.707646
Brand_1932,brand1932.com,@brand1932,Coach,82,https://www.facebook.com/ads/library/?q=Brand_1932,Lead Form,5,7L,Slow site,contact@brand1932.com,2,2026-09-10T06:34:11.707649
Brand_2844,brand2844.com,@brand2844,D2C Skincare,85,https://www.facebook.com/ads/library/?q=Brand_2844,Website,3,8L,No catalog,contact@brand2844.com,2,2026-09-10T06:34:11.707656
Brand_0121,brand0121.com,@brand0121,Real Estate,6,https://www.facebook.com/ads/library/?q=Brand_0121,Lead Form,4,8L,No catalog,contact@brand0121.com,2,2026-09-10T06:34:11.707660
Brand_2434,brand2434.com,@brand2434,Clinic,7,https://www.facebook.com/ads/library/?q=Brand_2434,Website,2,3L,Slow site,contact@brand2434.com,2,2026-09-10T06:34:11.707663
Brand_1248,brand1248.com,@brand1248,Clinic,66,https://www.facebook.com/ads/library/?q=Brand_1248,Website,5,7L,Static only,contact@brand1248.com,2,2026-09-10T06:34:11.707666
Brand_2461,brand2461.com,@brand2461,Real Estate,45,https://www.facebook.com/ads/library/?q=Brand_2461,Lead Form,5,10L,No UGC,contact@brand2461.com,2,2026-09-10T06:34:11.707670
Brand_0113,brand0113.com,@brand0113,Coach,21,https://www.facebook.com/ads/library/?q=Brand_0113,Lead Form,5,2L,No catalog,contact@brand0113.com,2,2026-09-10T06:34:11.707673
Brand_2350,brand2350.com,@brand2350,Real Estate,88,https://www.facebook.com/ads/library/?q=Brand_2350,WhatsApp,5,6L,No UGC,contact@brand2350.com,2,2026-09-10T06:34:11.707677
Brand_0513,brand0513.com,@brand0513,Coach,40,https://www.facebook.com/ads/library/?q=Brand_0513,Website,3,6L,No UGC,contact@brand0513.com,2,2026-09-10T06:34:11.707680
Brand_0891,brand0891.com,@brand0891,Coach,65,https://www.facebook.com/ads/library/?q=Brand_0891,Website,3,7L,No highlights,contact@brand0891.com,2,2026-09-10T06:34:11.707683
Brand_0369,brand0369.com,@brand0369,Real Estate,79,https://www.facebook.com/ads/library/?q=Brand_0369,Lead Form,5,4L,Slow site,contact@brand0369.com,2,2026-09-10T06:34:11.707687
Brand_2179,brand2179.com,@brand2179,D2C Skincare,71,https://www.facebook.com/ads/library/?q=Brand_2179,Lead Form,5,3L,No UGC,contact@brand2179.com,2,2026-09-10T06:34:11.707690
Brand_0583,brand0583.com,@brand0583,D2C Bags,60,https://www.facebook.com/ads/library/?q=Brand_0583,Website,5,4L,Static only,contact@brand0583.com,2,2026-09-10T06:34:11.707693
Brand_2796,brand2796.com,@brand2796,Coach,59,https://www.facebook.com/ads/library/?q=Brand_2796,Lead Form,5,7L,No UGC,contact@brand2796.com,2,2026-09-10T06:34:11.707696
Brand_1746,brand1746.com,@brand1746,D2C Bags,6,https://www.facebook.com/ads/library/?q=Brand_1746,Lead Form,4,5L,No catalog,contact@brand1746.com,2,2026-09-10T06:34:11.707699
